Rank ID,SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
11,XOM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,108.454137537619,102.2612921921885,2023-05-10,2023-07-14,45.0,0.0605590366860585,4.0,4.0,2.0,2.0,7.0,-0.0344365644020804,-0.2133574596299595,"['2023-05-23', '2023-06-07', '2023-06-13', '2023-07-03']","['2023-05-16', '2023-05-31', '2023-06-20', '2023-07-06']",BEARISH,0.8833590796925037,-0.06678215061304144,0.031900150018049474,-0.0017604228747245972,-0.06678215061304144,-0.059367932577308026,-0.02036738884153578,-0.02673892652279505,-0.02710226681679958,-0.0013922547693806305,-0.012251714507115987,-0.06311486501940951,-0.04900685802846487,0.03443595039583341,0.8,8.0,0.57033078511875
12,UNP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,23.147086269552783,22.396591057042222,2006-10-17,2006-12-05,35.0,0.0335093501774048,6.0,4.0,0.0,0.0,7.0,0.0416892445168334,2.1198112306358476,"['2006-10-18', '2006-10-23', '2006-10-25', '2006-11-13', '2006-11-16', '2006-11-22']","['2006-10-19', '2006-11-03', '2006-11-14', '2006-11-28']",BULLISH,0.4564349335490724,0.044277131169956324,-0.03470551649372577,0.01227876760636781,0.044277131169956324,0.09200475899399062,0.11434484992195479,-0.013688258889585112,-0.00010930101624933437,-0.00961648849600551,0.005245281568505433,0.012129828264008893,0.2484974028294373,0.0032021802425803575,0.8,8.0,0.5609606540727741
13,CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,34.902491492583565,32.79934743308857,2006-09-27,2006-12-06,50.0,0.0641215214353107,3.0,3.0,1.0,1.0,6.0,0.0251479972782473,0.8799464232776874,"['2006-10-12', '2006-10-26', '2006-11-17']","['2006-10-06', '2006-10-24', '2006-11-08']",BULLISH,2.355599752979419,-0.016361123231936277,-0.04357870331124516,0.004609618312657476,-0.016361123231936277,0.04495055582895935,0.0399642171599265,0.192136715619992,-0.0025810196542792384,-0.014912545847203593,-0.02466305238584871,-0.0020074475758074016,-0.0519070150282886,0.1421450767479071,0.6,8.0,0.4626435230243721
14,COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,114.83470961662483,102.3050275396287,2024-05-31,2024-11-19,120.0,0.1224737667182844,7.0,4.0,2.0,0.0,6.0,-0.0058896429831067,0.8607535875201952,"['2024-06-12', '2024-06-24', '2024-07-11', '2024-08-26', '2024-08-29', '2024-10-04', '2024-11-06']","['2024-08-05', '2024-09-11', '2024-09-26', '2024-10-28']",BULLISH,2.34030319087756,-0.027956258223580426,,-0.009944735688660009,-0.027956258223580426,-0.07275910834110486,-0.08485225900332102,0.009446260274293232,-0.03846156617291097,-0.06086885098688587,-0.014680689084693416,-0.10224934167981735,,0.14102598027810026,0.6,8.0,0.46230779408343003
15,SO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,44.82068239190599,42.94068676996177,2018-01-26,2018-04-09,50.0,0.043781219243548,4.0,5.0,1.0,0.0,6.0,-0.0004465384540043,0.9730414616126049,"['2018-01-30', '2018-02-12', '2018-03-05', '2018-03-27']","['2018-02-06', '2018-02-08', '2018-02-21', '2018-02-28', '2018-03-23']",BULLISH,1.9277636448805235,-0.020773450314010705,0.010498128565947356,-0.0029252308153726813,-0.020773450314010705,-0.08639172426204092,-0.13625727032603466,-0.06182507298849428,-0.003159629880537391,0.0004513756972196273,-0.028210335392890994,-0.0022568784860981365,0.10561950259827278,0.11084458745880106,0.6,8.0,0.4532533762376403
16,KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,23.442144638514502,20.50449163681035,2008-10-09,2009-02-10,85.0,0.1432687556335404,8.0,3.0,2.0,0.0,6.0,-0.0387615965756263,-0.0576965871188223,"['2008-10-13', '2008-10-20', '2008-11-04', '2008-11-07', '2008-11-14', '2008-11-28', '2008-12-08', '2008-12-16']","['2008-10-10', '2008-10-24', '2008-11-20']",BEARISH,1.653118784056097,-0.15856976277860596,0.041799873112301614,-0.19216417034104105,-0.15856976277860596,-0.1963623166539923,-0.19829660094995216,-0.28500663383146335,0.05727481722710284,-0.005542675935294628,0.06004624329399555,0.021247159349950744,-0.00484986346819419,0.09075156968444367,0.6,8.0,0.4472254709053331
17,NFLX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,555.2310520917435,468.4151337257862,2020-06-30,2020-11-11,95.0,0.1853396957425805,3.0,5.0,2.0,1.0,6.0,0.021905754924982,0.2573822457956142,"['2020-07-10', '2020-09-01', '2020-10-12']","['2020-07-23', '2020-08-11', '2020-09-14', '2020-09-17', '2020-10-30']",BEARISH,1.570060359626016,0.043358639512065825,-0.011736917538117746,-0.02406382916335262,0.043358639512065825,0.08412550123737496,0.12681084534442363,0.3696948012549851,0.10491383029600589,0.1499208859433036,0.07436707916321586,0.22307923993902118,0.11834125591662016,0.08467501542679597,0.6,8.0,0.44540250462803876
18,MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,27.68133860060197,26.38945331840365,2012-11-14,2013-01-28,50.0,0.04895460571354,4.0,5.0,0.0,0.0,6.0,0.0010760648331627,1.1769981049873424,"['2012-11-23', '2012-12-12', '2012-12-18', '2013-01-02']","['2012-11-16', '2012-12-03', '2012-12-07', '2012-12-31', '2013-01-10']",BULLISH,1.4688026406177566,-0.059565546895780176,-0.0017914452645612067,-0.07702887816351447,-0.059565546895780176,-0.07288430240916244,-0.1282884262906103,-0.12430667254034633,0.004098383372809196,0.004098383372809196,0.009687042749765668,0.015275702126722138,0.3047690111278584,0.077267000793948,0.6,8.0,0.4431801002381844
19,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,169.20371328993926,155.62982693493646,2018-05-08,2018-12-17,155.0,0.0872190544854719,4.0,10.0,0.0,12.0,6.0,0.0025489656148768,0.1252533616130954,"['2018-07-16', '2018-10-01', '2018-10-22', '2018-10-29']","['2018-05-25', '2018-06-19', '2018-08-06', '2018-08-09', '2018-09-04', '2018-10-11', '2018-11-02', '2018-11-14', '2018-11-23', '2018-12-06']",BEARISH,1.4273731845038347,0.04918927156798353,-0.0008263197184228273,0.004566190047666545,0.04918927156798353,0.07556926859690323,0.002277944142005159,0.029411722707015146,0.029740271630225242,0.033831212427709006,0.03785715474710836,0.06532465947138799,0.019025926466112012,0.0742360218213935,0.6,8.0,0.44227080654641804
20,HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,58.93342821846728,50.69002217967085,2007-04-24,2008-03-20,230.0,0.1626238396498954,3.0,4.0,0.0,2.0,6.0,-0.014879369541941,0.1296076277521535,"['2007-07-19', '2007-10-10', '2007-12-19']","['2007-08-10', '2007-08-16', '2007-11-26', '2008-01-22']",BEARISH,1.3842909921061763,0.1260110724194008,0.07331000322667137,0.11041135395576454,0.1260110724194008,0.11181169466692926,0.09933499110896209,0.25653206402502426,0.041209844537834515,0.05463137442871154,0.05841216697389782,0.058790208409145214,0.1325141880886995,0.07108412866378652,0.6,8.0,0.4413252385991359
21,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,166.73385997182817,154.6526197631819,2018-05-22,2018-12-24,150.0,0.078118561632814,10.0,11.0,3.0,5.0,6.0,-0.032525607130083,-0.539896133817561,"['2018-07-09', '2018-07-12', '2018-07-20', '2018-07-26', '2018-09-19', '2018-10-01', '2018-10-18', '2018-10-22', '2018-10-25', '2018-11-06']","['2018-05-29', '2018-06-19', '2018-06-25', '2018-08-06', '2018-08-10', '2018-08-22', '2018-09-04', '2018-10-11', '2018-11-14', '2018-11-27', '2018-12-06']",BEARISH,1.1419066556327,0.033831212427709006,0.06973605272764881,0.003972788974259719,0.033831212427709006,0.05661013042680459,0.05984559592670987,0.07241007351373019,-0.017084360944670526,0.01921988210259415,-0.006720729094257066,0.041454623242294625,-0.018340640064052217,0.05335129082233572,0.6,8.0,0.4360053872467007
22,CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,111.6663081789321,103.56469977669724,2017-11-30,2018-04-11,90.0,0.0782275082118065,6.0,3.0,3.0,0.0,6.0,0.0117715286365099,0.1598819357026698,"['2017-12-12', '2017-12-29', '2018-01-31', '2018-02-26', '2018-03-12', '2018-03-26']","['2018-01-10', '2018-02-08', '2018-03-02']",BEARISH,1.1060469428140096,0.003998195788899836,0.0032423835200423934,0.010371993026580364,0.003998195788899836,0.06493261096990592,0.12393076358673814,0.11693191702247115,-0.0291150523497995,-0.021150437076534846,-0.040088484772538714,-0.022035379325393956,-0.07362831588340017,0.05072779426432107,0.6,8.0,0.4352183382792963
23,DUK,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,47.32802491201605,43.31295653828761,2008-11-14,2009-02-19,65.0,0.0926990142125074,4.0,6.0,0.0,0.0,6.0,0.0062456733893757,0.0465853739717765,"['2008-11-19', '2008-11-24', '2009-01-05', '2009-02-05']","['2008-11-20', '2008-12-02', '2008-12-09', '2008-12-18', '2008-12-23', '2009-01-21']",BEARISH,1.0937763868073138,-0.04517707057950795,-0.1696551969681663,-0.03753849909855769,-0.04517707057950795,0.05604316557880969,-0.1243001760826606,-0.15276277963166612,-0.03836315659219063,-0.057544694237205235,-0.06585670201359438,-0.050511488158014976,-0.10294113821074756,0.04983008039775285,0.6,8.0,0.43494902411932584
24,MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,138.8079180694716,133.40127818285836,2019-08-01,2019-09-19,35.0,0.0405291460491267,5.0,4.0,2.0,1.0,6.0,0.0184089154858969,1.4183909604092615,"['2019-08-08', '2019-08-13', '2019-08-19', '2019-08-30', '2019-09-05']","['2019-08-05', '2019-08-14', '2019-08-23', '2019-08-28']",BULLISH,1.0706117573839722,0.012021693385579941,-0.033954833034870985,-0.015193700304718633,0.012021693385579941,0.01754131051952311,0.09806723830792134,0.2937868872935153,0.0060118922622929075,-0.03172537273842549,-0.014631350921208236,-0.012892936482498701,0.36679704682854586,0.04813535612968379,0.6,8.0,0.4344406068389051
25,SO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,38.50110557757112,37.56036444071939,2010-10-05,2011-01-20,75.0,0.0250461131264175,4.0,5.0,0.0,2.0,6.0,-0.0013003702488541,0.8925272343988652,"['2010-10-22', '2010-11-04', '2010-12-29', '2011-01-03']","['2010-10-08', '2010-10-28', '2010-11-29', '2010-12-08', '2011-01-10']",BULLISH,1.0244823562011416,0.01613343132493293,-0.02109378492459516,0.0071961741596355214,0.01613343132493293,0.025787208442036847,0.061218766296287884,0.13347332761166886,-0.007938587716130001,0.002116909616812205,0.017464933353333826,0.002646162257170147,-0.005557001306829045,0.044760529180055894,0.6,8.0,0.43342815875401675
26,UNP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,138.84424083166283,128.53830608085093,2018-02-13,2018-05-09,60.0,0.0801779256708847,5.0,4.0,0.0,2.0,6.0,0.0204974661438304,1.1024412719805323,"['2018-02-26', '2018-03-13', '2018-03-16', '2018-03-21', '2018-04-17']","['2018-03-01', '2018-04-06', '2018-04-11', '2018-04-26']",BULLISH,0.952793527770658,-0.05215719213031565,0.03123667309957173,-0.021730773750367364,-0.05215719213031565,-0.08585680461510127,-0.006273701144485994,0.25195158908118137,0.03273575096134532,0.015198728775209261,0.06905690101018414,0.08308654254520163,0.17162902376220363,0.039515774555656046,0.6,8.0,0.4318547323666968
27,CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,43.970161246644494,38.60691131121277,2011-02-17,2011-12-22,215.0,0.1389194253898797,7.0,4.0,2.0,1.0,6.0,0.0097883064463607,1.0726871520813597,"['2011-04-26', '2011-07-28', '2011-08-03', '2011-08-31', '2011-09-15', '2011-12-05', '2011-12-13']","['2011-03-08', '2011-03-10', '2011-08-08', '2011-10-04']",BULLISH,0.8956727408012093,0.005000027743252841,0.0286294057774948,-0.025132261338380125,0.005000027743252841,0.05185538196243485,0.05010687674587395,0.13530167790851563,-0.035052080709399094,-0.07440074230452567,-0.14111265278629898,-0.019900521117652784,-0.05879697460526252,0.035336817831626434,0.6,8.0,0.4306010453494879
28,JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,65.88900982060932,62.1682229294343,2011-08-12,2012-06-19,215.0,0.0598503015825045,7.0,7.0,1.0,4.0,6.0,0.006334813719653,1.223337542406623,"['2011-08-29', '2011-09-08', '2011-10-28', '2011-12-23', '2012-01-26', '2012-02-23', '2012-03-30']","['2011-08-18', '2011-09-12', '2011-09-22', '2011-10-03', '2011-10-19', '2011-11-23', '2012-05-25']",BULLISH,0.7558429600994888,-0.02207131169885618,0.01978416772592361,0.010365197502288757,-0.02207131169885618,-0.0631376137288044,-0.041307245858839686,0.04210528627326973,-0.00347224145492167,0.014520172981106411,0.005839629550513551,0.02146465589094975,0.025883828501423647,0.025106871199490944,0.6,8.0,0.4275320613598473
29,APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,70.80666639540823,67.65308193519249,2009-08-05,2009-09-16,30.0,0.0466140546743558,4.0,4.0,1.0,1.0,6.0,0.0275038401438732,1.7796933730186282,"['2009-08-13', '2009-08-21', '2009-08-28', '2009-09-09']","['2009-08-11', '2009-08-17', '2009-09-02', '2009-09-14']",BULLISH,0.7186511025389165,0.06353760498940281,-0.020454532437854413,0.025810926446048335,0.06353760498940281,0.18212191449831439,0.11675439804784432,0.35744298521550616,0.014397173698241951,0.0024219451198887803,0.01103330554616,0.05153388747881561,-0.07790640072655025,0.022385914933341567,0.6,8.0,0.4267157744800025
30,PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,57.22080816915202,55.63112340470687,2006-06-21,2006-08-02,30.0,0.0285754568154316,4.0,4.0,0.0,2.0,6.0,0.0421956123274536,1.672581615103106,"['2006-06-30', '2006-07-11', '2006-07-25', '2006-07-28']","['2006-06-30', '2006-07-05', '2006-07-14', '2006-08-01']",BULLISH,0.5577180024688989,0.04845976587188794,0.036541383083948074,0.018055769299807227,0.04845976587188794,0.030840223857559843,-0.004458712348148583,-0.026338777045224623,-0.0008957226322805397,0.011286296516652432,0.019347936885689882,0.09136507527774099,0.15514159278851364,0.010612049474936078,0.6,8.0,0.4231836148424808
31,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,66.75724279022367,62.38391168799457,2011-10-18,2012-05-08,140.0,0.0701035088037085,5.0,3.0,0.0,4.0,5.0,-0.0015011422904925,0.9457516155050918,"['2011-11-16', '2011-12-23', '2012-01-25', '2012-02-02', '2012-04-02']","['2011-11-23', '2012-02-17', '2012-03-01']",BULLISH,5.070728085990966,0.03242347493358987,0.02345167268060717,0.023954045384695158,0.03242347493358987,0.0058017826716836645,-0.021173125935688247,-0.05496670226819678,-0.009453615671052682,-0.0028841580774854807,0.026918706851241536,0.049991971471125385,0.059125118342104814,0.34078386318323034,0.4,8.0,0.38223515895496907
32,PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,66.01004165899921,57.45286268478533,2008-10-09,2009-01-27,75.0,0.1489426039771556,4.0,5.0,0.0,2.0,5.0,0.0058542103478385,-0.0879801537533039,"['2008-10-14', '2008-11-04', '2008-11-10', '2008-11-13']","['2008-10-10', '2008-10-16', '2008-10-23', '2008-11-25', '2008-12-11']",BEARISH,4.045237770109736,-0.11137061494967061,-0.0925925913466924,-0.14781636355558822,-0.11137061494967061,-0.1531506247740844,-0.097806786610662,-0.13608627765669,0.01461891218846509,-0.0050920066992799886,0.06685275638502801,-0.03777922465026251,-0.15620896795961384,0.2657589925827741,0.4,8.0,0.3597276977748322
33,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,138.10321159906448,129.83552343094675,2020-04-07,2020-08-27,100.0,0.0636781671890814,6.0,11.0,1.0,2.0,5.0,-0.0005055775518277,1.0358966486622418,"['2020-04-14', '2020-04-17', '2020-05-18', '2020-07-13', '2020-07-24', '2020-08-12']","['2020-04-08', '2020-04-13', '2020-04-23', '2020-05-01', '2020-05-07', '2020-05-14', '2020-05-21', '2020-06-04', '2020-06-11', '2020-06-22', '2020-06-24']",BULLISH,3.7282516270325563,0.14617006258730844,-0.018713847197332975,0.08642795491504215,0.14617006258730844,-0.04939530125771069,-0.0889540942925396,-0.03775818691385604,0.03487126916572615,0.016400976852551888,0.02874003772831613,0.027973706888335434,0.0922747466214142,0.24256828663635394,0.4,8.0,0.35277048599090616
34,SHW,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,246.4536084150076,239.53366252718743,2020-12-10,2021-01-25,30.0,0.028889241765903,4.0,4.0,1.0,2.0,5.0,0.0028818034801716,0.7552561919374772,"['2020-12-22', '2021-01-07', '2021-01-11', '2021-01-21']","['2020-12-18', '2021-01-04', '2021-01-11', '2021-01-14']",BULLISH,3.5893745982194436,-0.01563075921474359,-0.013986454738481778,0.016623147707321918,-0.01563075921474359,0.04206964640280169,0.04582438629752417,0.2515126273402925,0.008932757288720401,0.01956042681364894,0.011558434026247101,-0.017226520199929946,0.13970154485539574,0.23240804333154408,0.4,8.0,0.34972241299946316
35,KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,22.332430825867064,21.652812525164656,2005-07-22,2005-09-16,40.0,0.0313870680731458,4.0,2.0,0.0,1.0,5.0,-0.0052715914876383,0.069433441868806,"['2005-07-28', '2005-08-03', '2005-08-19', '2005-09-06']","['2005-08-16', '2005-08-29']",BEARISH,3.518628831874006,0.03042357245465388,-0.004838776308445511,0.022051924509375924,0.03042357245465388,0.008012785523713204,-0.02696135294371531,0.06972786546463558,-0.006132193169413271,0.0006814125556651362,0.0036338826220303003,-0.03815581085061789,-0.06018618634229191,0.2272322831284499,0.4,8.0,0.34816968493853495
36,PLD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,86.26986604354056,84.22022932400456,2019-09-17,2019-10-14,20.0,0.0243366318993364,2.0,3.0,2.0,2.0,5.0,0.0048928916153092,0.9951874850718304,"['2019-09-26', '2019-10-04']","['2019-09-23', '2019-10-01', '2019-10-08']",BULLISH,3.3549337477101826,0.02211189255445247,-0.004289389490133396,0.03806900355632233,0.02211189255445247,0.06440097790782477,0.06113434093915731,0.21763635783290797,-0.025682567769568992,-0.025335520355760668,0.03146692669920839,0.03991204130958677,-0.10122628126868954,0.21525635091619091,0.4,8.0,0.34457690527485724
37,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,114.76199286537872,109.01750180731396,2012-12-28,2013-05-15,95.0,0.052693292020377,4.0,3.0,0.0,2.0,5.0,0.0073504023123716,1.0623222975864328,"['2013-01-10', '2013-03-05', '2013-04-29', '2013-05-03']","['2013-02-21', '2013-04-15', '2013-04-19']",BULLISH,2.9171971044543916,0.003907686600553294,0.0016504065972788536,-0.014251759287791205,0.003907686600553294,0.014956297655907632,0.02810866758854264,-0.002311604220737604,0.04810004391674584,0.0574605825816895,0.02289157725461876,0.05106582074430222,0.08582022247710103,0.18323153848378626,0.4,8.0,0.33496946154513585
38,APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,170.26901080068316,152.8074070568951,2017-10-04,2018-10-01,250.0,0.1142719720208755,6.0,3.0,4.0,0.0,5.0,0.0142471689945796,0.9519506834989088,"['2018-01-09', '2018-01-23', '2018-03-09', '2018-05-21', '2018-06-11', '2018-09-14']","['2018-02-06', '2018-02-08', '2018-07-20']",BULLISH,2.8555741432511716,0.01271690437990323,-0.07513425177264214,0.010441359343053298,0.01271690437990323,0.04977686442714638,0.03234078229959871,0.11402545644068761,0.0001961986951888607,0.001962086747766119,0.04153045361018572,0.04918250211018383,0.08194898155313123,0.1787232026968065,0.4,8.0,0.3336169608090419
39,COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,70.65625143389445,64.95412646929788,2018-04-16,2018-07-17,65.0,0.087786954802507,4.0,4.0,2.0,0.0,5.0,-0.0042505390191958,0.9340153614777542,"['2018-05-15', '2018-06-11', '2018-06-29', '2018-07-03']","['2018-04-23', '2018-05-25', '2018-06-15', '2018-06-21']",BULLISH,2.7821677269571876,0.13152010990320756,0.026892422061412936,0.08429568649103159,0.13152010990320756,0.21812461957301688,0.2635525332280882,0.3329953665857439,-0.003803438113983125,-0.0034992141364211817,0.06268058583254124,0.013235890350760612,0.09615091087862461,0.17335278934583614,0.4,8.0,0.33200583680375084
40,JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,69.53138154896578,67.20987344798705,2012-06-29,2012-10-08,70.0,0.0345411764950773,4.0,3.0,0.0,0.0,5.0,-0.0030150621661455,0.960638040624968,"['2012-07-18', '2012-07-27', '2012-09-25', '2012-10-01']","['2012-07-24', '2012-08-24', '2012-08-28']",BULLISH,2.6601541746430524,0.023481220605998825,0.033698102759502684,0.013957681877708232,0.023481220605998825,0.08599901226258706,0.04194943513767034,0.04711718961092096,0.0032563828989532057,0.013173466871080845,0.026939013626306914,-0.0019241749277036921,0.06853175029790325,0.16442627796673678,0.4,8.0,0.329327883390021
