SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,66.75724279022367,62.38391168799457,2011-10-18,2012-05-08,140.0,0.0701035088037085,5.0,3.0,0.0,4.0,5.0,-0.0015011422904925,0.9457516155050918,"['2011-11-16', '2011-12-23', '2012-01-25', '2012-02-02', '2012-04-02']","['2011-11-23', '2012-02-17', '2012-03-01']",BULLISH,5.070728085990966,0.03242347493358987,0.02345167268060717,0.023954045384695158,0.03242347493358987,0.0058017826716836645,-0.021173125935688247,-0.05496670226819678,-0.009453615671052682,-0.0028841580774854807,0.026918706851241536,0.049991971471125385,0.059125118342104814,0.34078386318323034,0.4,8.0,0.38223515895496907
PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,66.01004165899921,57.45286268478533,2008-10-09,2009-01-27,75.0,0.1489426039771556,4.0,5.0,0.0,2.0,5.0,0.0058542103478385,-0.0879801537533039,"['2008-10-14', '2008-11-04', '2008-11-10', '2008-11-13']","['2008-10-10', '2008-10-16', '2008-10-23', '2008-11-25', '2008-12-11']",BEARISH,4.045237770109736,-0.11137061494967061,-0.0925925913466924,-0.14781636355558822,-0.11137061494967061,-0.1531506247740844,-0.097806786610662,-0.13608627765669,0.01461891218846509,-0.0050920066992799886,0.06685275638502801,-0.03777922465026251,-0.15620896795961384,0.2657589925827741,0.4,8.0,0.3597276977748322
PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,138.10321159906448,129.83552343094675,2020-04-07,2020-08-27,100.0,0.0636781671890814,6.0,11.0,1.0,2.0,5.0,-0.0005055775518277,1.0358966486622418,"['2020-04-14', '2020-04-17', '2020-05-18', '2020-07-13', '2020-07-24', '2020-08-12']","['2020-04-08', '2020-04-13', '2020-04-23', '2020-05-01', '2020-05-07', '2020-05-14', '2020-05-21', '2020-06-04', '2020-06-11', '2020-06-22', '2020-06-24']",BULLISH,3.7282516270325563,0.14617006258730844,-0.018713847197332975,0.08642795491504215,0.14617006258730844,-0.04939530125771069,-0.0889540942925396,-0.03775818691385604,0.03487126916572615,0.016400976852551888,0.02874003772831613,0.027973706888335434,0.0922747466214142,0.24256828663635394,0.4,8.0,0.35277048599090616
SHW,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,246.4536084150076,239.53366252718743,2020-12-10,2021-01-25,30.0,0.028889241765903,4.0,4.0,1.0,2.0,5.0,0.0028818034801716,0.7552561919374772,"['2020-12-22', '2021-01-07', '2021-01-11', '2021-01-21']","['2020-12-18', '2021-01-04', '2021-01-11', '2021-01-14']",BULLISH,3.5893745982194436,-0.01563075921474359,-0.013986454738481778,0.016623147707321918,-0.01563075921474359,0.04206964640280169,0.04582438629752417,0.2515126273402925,0.008932757288720401,0.01956042681364894,0.011558434026247101,-0.017226520199929946,0.13970154485539574,0.23240804333154408,0.4,8.0,0.34972241299946316
KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,22.332430825867064,21.652812525164656,2005-07-22,2005-09-16,40.0,0.0313870680731458,4.0,2.0,0.0,1.0,5.0,-0.0052715914876383,0.069433441868806,"['2005-07-28', '2005-08-03', '2005-08-19', '2005-09-06']","['2005-08-16', '2005-08-29']",BEARISH,3.518628831874006,0.03042357245465388,-0.004838776308445511,0.022051924509375924,0.03042357245465388,0.008012785523713204,-0.02696135294371531,0.06972786546463558,-0.006132193169413271,0.0006814125556651362,0.0036338826220303003,-0.03815581085061789,-0.06018618634229191,0.2272322831284499,0.4,8.0,0.34816968493853495
PLD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,86.26986604354056,84.22022932400456,2019-09-17,2019-10-14,20.0,0.0243366318993364,2.0,3.0,2.0,2.0,5.0,0.0048928916153092,0.9951874850718304,"['2019-09-26', '2019-10-04']","['2019-09-23', '2019-10-01', '2019-10-08']",BULLISH,3.3549337477101826,0.02211189255445247,-0.004289389490133396,0.03806900355632233,0.02211189255445247,0.06440097790782477,0.06113434093915731,0.21763635783290797,-0.025682567769568992,-0.025335520355760668,0.03146692669920839,0.03991204130958677,-0.10122628126868954,0.21525635091619091,0.4,8.0,0.34457690527485724
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,114.76199286537872,109.01750180731396,2012-12-28,2013-05-15,95.0,0.052693292020377,4.0,3.0,0.0,2.0,5.0,0.0073504023123716,1.0623222975864328,"['2013-01-10', '2013-03-05', '2013-04-29', '2013-05-03']","['2013-02-21', '2013-04-15', '2013-04-19']",BULLISH,2.9171971044543916,0.003907686600553294,0.0016504065972788536,-0.014251759287791205,0.003907686600553294,0.014956297655907632,0.02810866758854264,-0.002311604220737604,0.04810004391674584,0.0574605825816895,0.02289157725461876,0.05106582074430222,0.08582022247710103,0.18323153848378626,0.4,8.0,0.33496946154513585
APD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,170.26901080068316,152.8074070568951,2017-10-04,2018-10-01,250.0,0.1142719720208755,6.0,3.0,4.0,0.0,5.0,0.0142471689945796,0.9519506834989088,"['2018-01-09', '2018-01-23', '2018-03-09', '2018-05-21', '2018-06-11', '2018-09-14']","['2018-02-06', '2018-02-08', '2018-07-20']",BULLISH,2.8555741432511716,0.01271690437990323,-0.07513425177264214,0.010441359343053298,0.01271690437990323,0.04977686442714638,0.03234078229959871,0.11402545644068761,0.0001961986951888607,0.001962086747766119,0.04153045361018572,0.04918250211018383,0.08194898155313123,0.1787232026968065,0.4,8.0,0.3336169608090419
COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,70.65625143389445,64.95412646929788,2018-04-16,2018-07-17,65.0,0.087786954802507,4.0,4.0,2.0,0.0,5.0,-0.0042505390191958,0.9340153614777542,"['2018-05-15', '2018-06-11', '2018-06-29', '2018-07-03']","['2018-04-23', '2018-05-25', '2018-06-15', '2018-06-21']",BULLISH,2.7821677269571876,0.13152010990320756,0.026892422061412936,0.08429568649103159,0.13152010990320756,0.21812461957301688,0.2635525332280882,0.3329953665857439,-0.003803438113983125,-0.0034992141364211817,0.06268058583254124,0.013235890350760612,0.09615091087862461,0.17335278934583614,0.4,8.0,0.33200583680375084
JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,69.53138154896578,67.20987344798705,2012-06-29,2012-10-08,70.0,0.0345411764950773,4.0,3.0,0.0,0.0,5.0,-0.0030150621661455,0.960638040624968,"['2012-07-18', '2012-07-27', '2012-09-25', '2012-10-01']","['2012-07-24', '2012-08-24', '2012-08-28']",BULLISH,2.6601541746430524,0.023481220605998825,0.033698102759502684,0.013957681877708232,0.023481220605998825,0.08599901226258706,0.04194943513767034,0.04711718961092096,0.0032563828989532057,0.013173466871080845,0.026939013626306914,-0.0019241749277036921,0.06853175029790325,0.16442627796673678,0.4,8.0,0.329327883390021
META,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,183.4324493232018,160.86323778966897,2022-06-10,2022-09-06,60.0,0.1403006171182654,2.0,8.0,0.0,6.0,5.0,-0.0111028814668538,-0.1029386649189908,"['2022-07-20', '2022-08-11']","['2022-06-14', '2022-06-16', '2022-06-28', '2022-07-11', '2022-07-26', '2022-07-28', '2022-08-23', '2022-08-26']",BEARISH,2.5184635695672033,-0.08380732218012998,-0.07852906191166822,-0.07972529380647364,-0.08380732218012998,-0.11171255883685807,-0.21251397296508012,-0.43473920195060967,-0.06738053959984551,-0.03463007106804392,-0.09978927801778456,0.030301257865789407,-0.347952391745775,0.15406019342504024,0.4,8.0,0.326218058027512
UNH,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,123.78907887254591,110.7450630751411,2015-07-16,2016-02-10,145.0,0.1177841741672438,4.0,8.0,2.0,4.0,5.0,0.0142136933214109,0.152938697684291,"['2015-08-05', '2015-08-17', '2015-09-17', '2015-10-13']","['2015-08-24', '2015-09-04', '2015-09-28', '2015-10-22', '2015-11-13', '2015-11-19', '2016-01-08', '2016-01-28']",BEARISH,2.508272900316776,0.012562839084638474,0.07503990814950527,0.0468409932865929,0.012562839084638474,0.05000837771362737,0.07828413297983235,0.2629397757550299,-0.044825089733783526,-0.034979610469119404,-0.00888498045017275,-0.013367471102744496,-0.09245179719477929,0.15331464407171616,0.4,8.0,0.3259943932215148
UNH,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,29.475033203697556,23.866272816939315,2009-04-27,2009-12-10,160.0,0.2350078049379109,9.0,3.0,1.0,3.0,5.0,0.0635087531909608,1.1488682355224344,"['2009-05-08', '2009-07-28', '2009-08-17', '2009-08-24', '2009-09-04', '2009-09-11', '2009-09-16', '2009-11-09', '2009-11-23']","['2009-06-11', '2009-07-02', '2009-10-02']",BULLISH,2.4660671296232612,-0.055806342368363404,0.04519963257580358,-0.0495662495237537,-0.055806342368363404,0.08640226144184028,-0.03400501579848405,0.061836647340568936,0.030856109405052293,0.19904388866356038,0.18166015921760412,0.09169928680414,0.14819642822653797,0.1502268699252071,0.4,8.0,0.3250680609775621
SHW,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,25.44654013067163,23.184142799218616,2011-07-29,2011-09-30,45.0,0.0975838249033413,3.0,3.0,2.0,0.0,5.0,-0.0259501915010591,0.7024362053971883,"['2011-08-12', '2011-08-31', '2011-09-14']","['2011-08-09', '2011-08-19', '2011-09-22']",BULLISH,2.417968176030846,-0.07247596912681167,0.07696452231347743,-0.031014580367620607,-0.07247596912681167,-0.07591903212389932,-0.08109075084238013,-0.057638309267876504,-0.029026796184462387,-0.01827139640683398,-0.025787244738880215,-0.036931479668274085,0.2761436213498971,0.14670795052304061,0.4,8.0,0.32401238515691216
HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,80.6699850290919,72.70101197527902,2013-04-09,2013-12-30,185.0,0.1096129591225309,7.0,3.0,1.0,3.0,5.0,0.0036747066879063,1.159370273150401,"['2013-05-22', '2013-05-28', '2013-07-11', '2013-08-02', '2013-11-18', '2013-11-26', '2013-12-09']","['2013-05-01', '2013-06-21', '2013-09-05']",BULLISH,2.225774828229408,0.024902773818053385,-0.011349771509230878,0.002534501741536684,0.024902773818053385,0.013523088231205516,0.07293544745892647,0.19223033310252668,0.017696659975230185,0.03061798312660745,0.0655899718891089,0.09002814518052626,0.055898925948364854,0.13264708536832628,0.4,8.0,0.31979412561049786
HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,109.53481810277586,107.13022069755723,2016-04-22,2016-06-03,30.0,0.0224455563477939,3.0,2.0,1.0,1.0,5.0,0.0022701046523205,0.959439478055219,"['2016-05-10', '2016-05-16', '2016-05-25']","['2016-05-18', '2016-06-01']",BULLISH,2.1324672482141676,0.018283973879343825,0.00984407317150027,-0.004012937293194969,0.018283973879343825,0.01053280471217307,0.0643236414135138,0.14375879062769173,0.0008758864793368473,-0.0034159993254214865,0.0017517729586731725,-0.010423021066765958,-0.03288779898405274,0.12582070289715735,0.4,8.0,0.31774621086914717
RTX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,75.30625867147106,71.62682022675726,2014-02-14,2014-07-09,100.0,0.0513695628685648,3.0,5.0,3.0,4.0,5.0,-0.0020163023764884,0.0042723234825867,"['2014-04-02', '2014-04-22', '2014-06-09']","['2014-03-13', '2014-03-24', '2014-03-27', '2014-04-11', '2014-05-19']",BEARISH,2.072521706640823,-0.0013155517826933438,-0.03610330668855017,0.02835732262905806,-0.0013155517826933438,0.011009499789139943,0.04794775170232269,0.07394135470787175,0.023008672807678557,0.025379849216517408,0.001229451561120287,0.03890402931775659,-0.035566900881376665,0.12143508712881172,0.4,8.0,0.3164305261386435
PLD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,41.47338119420226,39.888447026932226,2014-03-07,2014-06-02,60.0,0.0397341657899066,6.0,4.0,0.0,2.0,5.0,0.0,1.023103248126711,"['2014-04-04', '2014-04-09', '2014-04-21', '2014-05-08', '2014-05-16', '2014-05-27']","['2014-03-19', '2014-03-26', '2014-04-11', '2014-04-22']",BULLISH,2.0462481749895094,0.006402322522175217,-0.014454312174950055,-0.0077688687908020505,0.006402322522175217,0.054709649855090726,0.10728797347178276,0.1409826711358192,-0.016638128772870568,-0.0068509612580007605,0.007095691781413268,0.008074427200369615,-0.04991429298126486,0.11951291557650125,0.4,8.0,0.31585387467295034
AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,64.03556676752754,61.726648476874175,2012-02-17,2012-04-16,40.0,0.0374055346860181,3.0,5.0,1.0,0.0,5.0,0.0088663928854325,0.863327538223486,"['2012-02-24', '2012-03-19', '2012-04-02']","['2012-02-28', '2012-03-12', '2012-03-23', '2012-03-28', '2012-04-10']",BULLISH,2.0314001332102527,-0.013728877174511416,0.029190216175752893,-0.012482238965073672,-0.013728877174511416,0.0012816698718599027,0.07777199846517478,0.3194004941792647,0.0095999755859375,0.006239990234375,-0.00096002197265625,0.01008001708984375,0.112,0.11842663285309821,0.4,8.0,0.31552798985592945
PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,177.45244641490982,153.82027323847626,2021-10-04,2022-08-10,215.0,0.1536349707284374,6.0,2.0,0.0,1.0,5.0,0.0082521629880014,0.936000639373623,"['2022-01-20', '2022-02-03', '2022-04-21', '2022-04-27', '2022-05-16', '2022-08-01']","['2022-03-10', '2022-06-14']",BULLISH,1.9888819929176016,-0.022199099333117114,0.018870023981813647,-0.01650081359558894,-0.022199099333117114,-0.04882532160764688,-0.039150525135808294,0.052557814718946896,0.04021310697498361,0.052529957056971666,0.09387487609852871,0.10798935785792604,0.15379498384061696,0.11531600574699334,0.4,8.0,0.314594801724098
MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,315.5468792950378,278.68897136642533,2022-01-14,2022-05-03,75.0,0.13225463407431,3.0,4.0,0.0,4.0,5.0,-0.0094561902128978,0.0838633440307664,"['2022-01-19', '2022-02-02', '2022-03-29']","['2022-01-24', '2022-02-23', '2022-03-07', '2022-04-12']",BEARISH,1.954923809265241,-0.0776641131908853,-0.05309103385579713,-0.012227729694961248,-0.0776641131908853,-0.05524756147037214,-0.06687116372929348,0.11606825027795657,-0.044584192603491675,0.002514502735661707,-0.03449391291412952,-0.035589968118871766,-0.13365577157032904,0.11283162506110109,0.4,8.0,0.3138494875183303
MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,28.04662741362025,27.283856542210465,2013-01-18,2013-03-04,30.0,0.0279568568405904,4.0,2.0,1.0,1.0,5.0,0.0071555939224162,1.1355219618166157,"['2013-01-24', '2013-02-01', '2013-02-13', '2013-02-25']","['2013-02-06', '2013-02-21']",BULLISH,1.9502940410144187,0.019072559208945336,-0.0017761718557052458,0.015654121412160268,0.019072559208945336,0.005535041196266523,0.015275702126722138,-0.08372561500610076,0.024220177886682914,0.006972496662664851,0.008807331050207855,0.033394489813288415,0.16880735344843034,0.11249291121997666,0.4,8.0,0.31374787336599297
XOM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,119.17364510642255,99.88557599282493,2022-10-12,2023-10-03,245.0,0.1931016457769953,4.0,2.0,1.0,1.0,5.0,0.0017296945635861,0.8266470710118571,"['2023-02-10', '2023-04-24', '2023-04-28', '2023-09-14']","['2023-03-15', '2023-07-14']",BULLISH,1.9119811437900809,0.10769749751396447,-0.03833205880357542,-0.006961283517822114,0.10769749751396447,0.008400775429738678,0.07632590038121095,0.1836218851686265,0.05445494863083644,0.0884892721473928,0.15767547084169142,0.08158080620136532,0.20085336362664674,0.10968993969302035,0.4,8.0,0.31290698190790606
RTX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,32.67857267839159,31.350003412927663,2005-08-05,2005-11-04,65.0,0.042378600345417,5.0,3.0,0.0,1.0,5.0,0.0023296560377066,0.8596696544171483,"['2005-08-11', '2005-08-19', '2005-09-13', '2005-09-23', '2005-10-19']","['2005-08-29', '2005-10-05', '2005-10-18']",BULLISH,1.7875196416608126,-0.03461083493939631,0.036993910738894374,-0.02623277897016233,-0.03461083493939631,-0.023343277239279443,-0.07068234215941255,-0.03347691352507369,0.04881509325732224,0.04800488067443475,0.03929512610291554,0.015799083977263463,0.17743569620576427,0.1005843363076167,0.4,8.0,0.31017530089228496
COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,61.40495429151278,54.30452364559241,2011-01-28,2011-08-03,130.0,0.1307521025736254,4.0,5.0,1.0,5.0,5.0,-0.0009911107518264,-0.0725968325995988,"['2011-03-04', '2011-03-25', '2011-04-20', '2011-07-14']","['2011-03-15', '2011-05-05', '2011-05-12', '2011-06-02', '2011-06-23']",BEARISH,1.7614439531306623,0.04906332608611387,-0.0530045151660816,0.04286133106603736,0.04906332608611387,0.04455954787661577,0.1482505733322063,0.3245728491310063,0.015731310669042566,0.014455821994119633,0.10898531241281324,0.12925171756588677,-0.12244896946046793,0.09867663895787508,0.4,8.0,0.3096029916873625
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,120.38338766610028,115.7403109790653,2016-12-29,2017-03-27,60.0,0.0401163315335726,3.0,5.0,0.0,0.0,5.0,0.0127136472895824,0.4629879184605732,"['2017-01-25', '2017-01-27', '2017-03-01']","['2017-01-05', '2017-01-19', '2017-01-26', '2017-02-07', '2017-02-14']",BEARISH,1.7022171847091039,-0.04217652220360402,0.01425057523007585,-0.009449043522500438,-0.04217652220360402,-0.010784385819932548,-0.009783216966352742,0.040315461874456913,-0.0103058229803775,-0.002810678994648563,0.004599210197513124,0.002725489181868489,0.13244189223014324,0.09434360863267674,0.4,8.0,0.308303082589803
LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,110.00475341091304,103.99337146374398,2012-06-07,2012-12-27,140.0,0.0578054337748328,6.0,9.0,0.0,4.0,5.0,-0.0046325236061473,0.9293421074236712,"['2012-07-03', '2012-07-10', '2012-07-20', '2012-11-02', '2012-11-06', '2012-12-19']","['2012-06-13', '2012-06-25', '2012-07-24', '2012-07-31', '2012-09-04', '2012-09-26', '2012-10-10', '2012-10-22', '2012-11-16']",BULLISH,1.6080793455940714,-0.033964008832494064,0.04033581032203187,-0.014777858870417007,-0.033964008832494064,-0.08768417060610414,-0.0796624014821672,0.07685186682341985,-0.0013375312133136954,0.002006296819970068,0.02856602221715866,0.0315276880623552,0.029139229054297503,0.08745648440650329,0.4,8.0,0.30623694532195095
AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,73.07236880319492,69.13819529206125,2012-06-27,2012-10-04,70.0,0.05690304027339,5.0,3.0,1.0,1.0,5.0,-0.0101844956766766,0.7070869825673902,"['2012-07-17', '2012-07-30', '2012-08-01', '2012-08-03', '2012-09-13']","['2012-07-11', '2012-07-24', '2012-08-23']",BULLISH,1.604893151037828,0.05149495575135594,0.04963848422851777,0.01694166805950192,0.05149495575135594,0.05901136507099572,0.07553289389873505,0.1773756843427639,0.022835042797694594,0.02096796125323685,0.03561688144130806,0.0017234346016887228,0.10972281618571238,0.08722338241559408,0.4,8.0,0.3061670147246782
AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,148.90567220720573,132.7899247941674,2017-11-13,2018-08-01,180.0,0.1213627271648713,3.0,4.0,2.0,0.0,5.0,0.0130193780643798,1.0784528281149837,"['2017-11-27', '2018-01-31', '2018-03-13']","['2018-01-12', '2018-02-08', '2018-03-02', '2018-04-27']",BULLISH,1.5444541281768918,0.050185472205442457,-0.004195277954946283,-0.0007992166558986661,0.050185472205442457,0.07148464324857148,0.03597315051584146,0.16427406666458275,-0.0254598256222579,-0.009330804846242066,-0.042655253151600105,-0.0989735504480261,-0.09690745092479718,0.08280166355668586,0.4,8.0,0.3048404990670057
JPM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,114.27650617817687,105.95931452769112,2018-03-20,2018-06-27,70.0,0.0784942002273162,3.0,4.0,2.0,0.0,5.0,-0.0154491964252584,-0.3269513049831887,"['2018-04-12', '2018-05-10', '2018-05-22']","['2018-04-02', '2018-05-03', '2018-05-29', '2018-06-15']",BEARISH,1.5429297260118962,-0.004515493712441001,0.034967073663786374,-0.01384946761592742,-0.004515493712441001,-0.0075318390658150915,0.021109849625424375,0.296539264461465,-0.05643755456341469,-0.03183881320055643,-0.027651763658606155,-0.014218399006421639,0.0033147004138267735,0.08269013829564666,0.4,8.0,0.304807041488694
